번호,사업자명,대표,업종,지역,유효기간 만료일
408,(주)디에스아이엠,조환승,기타,경북 경주시,2019-05-31
409,(주)디에스테크노,안학준,전기전자,경기 광주시,2019-06-22
410,(주)디에이치라이팅,채희철,전기전자,인천 남동구,2019-10-19
411,(주)디엠,최상기,기계금속,대구 달서구,2019-02-21
412,(주)디엠에이,김노동,전기전자,경남 창원시,2019-05-09
413,(주)디엠전자,노의선,전기전자,인천 남동구,2019-03-29
414,(주)디엠테크놀러지,조창제,기계금속,경남 함안군,2019-04-03
415,(주)디자인부산,서무성,서비스,부산 부산진구,2019-09-06
416,(주)디파트라이트,최필수,전기전자,인천 부평구,2019-02-23
417,(주)라미나,홍종팔,화학,경기 성남시,2019-05-25
418,(주)라이코,최국진,기계금속,전북 완주군,2019-04-03
419,(주)런텍,김종남,기계금속,부산 강서구,2019-10-31
420,(주)레미트로닉스코리아,차원영,전기전자,서울 구로구,2019-06-26
421,(주)로고스바이오시스템스,정연철,바이오,경기 안양시,2019-01-19
422,(주)리번드,임성일,S/W,서울 영등포구,2019-10-30
423,(주)리팩,"이일해, 이상건",기계금속,인천 서구,2019-07-20
424,(주)리플렉스,윤동기,전기전자,서울 노원구,2019-10-09
425,(주)마루다움,윤한,건설,충남 천안시,2019-03-22
426,(주)마케팅이즈,김정환,서비스,서울 광진구,2019-08-18
427,(주)마크로젠,정현용,바이오,서울 금천구,2019-05-03
428,(주)맑은기술,"심연섭, 강승표",정보통신,서울 구로구,2019-09-29
429,(주)맑은식품,김석원,식품,충북 음성군,2019-03-22
430,(주)메가텍,신경숙,기계금속,경북 칠곡군,2019-11-29
431,(주)메코텍티타늄,채상호,기계금속,경기 시흥시,2019-01-10
432,(주)명승골프,이동명,전기전자,경남 김해시,2019-09-11
433,(주)명하테크,고광기,기계금속,충남 천안시,2019-03-30
434,(주)모닝아트,장석원,전기전자,인천 남동구,2019-05-08
435,(주)모아,김정연,전기전자,대전 유성구,2019-04-14
436,(주)모인비스,강신성,화학,부산 강서구,2019-09-19
437,(주)무궁화용사촌,주석근,섬유,대전 서구,2019-03-03
438,(주)무한시스템,이대섭,전기전자,서울 금천구,2019-07-12
439,(주)미래,고희종,기타,경기 김포시,2019-09-28
440,(주)미래멀티텍,이두경,기계금속,경남 김해시,2019-07-20
441,(주)미래이앤아이,윤희복,전기전자,서울 금천구,2019-01-06
442,(주)미래이앤지,함경태,서비스,충북 청주시,2019-07-21
443,(주)미래테크원,강창근,전기전자,경남 창원시,2019-12-01
444,(주)미창,황금,전기전자,경기 부천시,2019-04-04
445,(주)바로에스앤티,이정협,전기전자,인천 연수구,2019-07-31
446,(주)바우드,박성호,기타,서울 강남구,2019-11-23
447,(주)바이오인프라,김철우,바이오,서울 종로구,2019-07-06
448,(주)바이오피드,정낙범,바이오,서울 강남구,2019-05-22
449,(주)바이온셀,채희남,화학,충북 청주시,2019-12-18
450,(주)바이코레,박정민,기타,경기 화성시,2019-08-16
451,(주)백일,나용원,섬유,대구 달성군,2019-01-26
452,(주)백프로,이덕우,전기전자,충북 청주시,2019-03-23
453,(주)버즈빌,이영호,서비스,서울 송파구,2019-09-05
454,(주)베스테크,김태영,바이오,경기 고양시,2019-10-04
455,(주)베스트씨피알,김기창,전기전자,경기 화성시,2019-11-28
456,(주)베인스,김재훈,정보통신,서울 서초구,2019-06-15
457,(주)벽산엔지니어링,정치표,기계금속,대구 달성군,2019-01-21
458,(주)보성,노대기,기타,울산 울주군,2019-10-30
459,(주)보성상사,김철제,식품,부산 기장군,2019-10-17
460,(주)보원덴탈,홍창식,기타,대구 동구,2019-04-24
461,(주)보코트,서보철,기타,경남 김해시,2019-12-01
462,(주)복주,권귀순,기계금속,경북 안동시,2019-01-19
463,(주)복지유니온,장성오,식품,서울 광진구,2019-01-06
464,(주)부광씨엔에스,이하송,기계금속,경기 고양시,2019-11-30
465,(주)부린,강흥식,기타,경북 칠곡군,2019-10-27
466,(주)부린,임성만,S/W,서울 동작구,2019-01-03
467,(주)부림이엔지,송범호,기계금속,경기 안양시,2019-04-04
468,(주)부영정공,최정혁,기계금속,경기 평택시,2019-07-27
469,(주)부일,하태민,식품,경기 광주시,2019-09-26
470,(주)브레인테크,안지홍,전기전자,경기 수원시,2019-07-03
471,(주)브이엠팩토리,나일정,건설,서울 성동구,2019-09-29
472,(주)블루워터이엔지,문수학,환경,서울 강남구,2019-04-25
473,(주)비앤메디,권태수,기타,서울 금천구,2019-12-13
474,(주)비에스시큐리티,조현우,S/W,서울 금천구,2019-01-10
475,(주)비에스엠플러스,"박보순,한이헌",서비스,서울 강남구,2019-02-25
476,(주)비엔에스,배익순,전기전자,경북 구미시,2019-03-22
477,(주)비온디,김범호,화학,경북 경산시,2019-06-08
478,(주)비올,라종주,바이오,경기 성남시,2019-10-04
479,(주)비츠로머티리얼,장택수,전기전자,경기 안산시,2019-10-31
480,(주)비투엔,조광원,S/W,서울 영등포구,2019-08-18
481,(주)빗살무늬,정순식,섬유,대구 달서구,2019-05-19
482,(주)사라반도체,황성호,전기전자,서울 금천구,2019-12-14
483,(주)사람과기술,김영찬,정보통신,경남 창원시,2019-01-25
484,(주)사이몬,이국노,화학,경기 김포시,2019-06-13
485,(주)사인테크,황근호,정보통신,경기 광주시,2019-09-28
486,(주)삼보동선,김영기,전기전자,부산 사상구,2019-09-28
487,(주)삼성,임연숙외1명,기타,경북 포항시,2019-12-20
488,(주)삼신기계,이광식,기계금속,경기 시흥시,2019-01-04
489,(주)삼신기연,장미열,기계금속,부산 강서구,2019-10-20
490,(주)삼우에이엔씨,조만희,건설,서울 동작구,2019-06-20
491,(주)삼원기계,전순도,기계금속,경남 김해시,2019-10-04
492,(주)삼일피엔유,유경미,전기전자,서울 구로구,2019-03-10
493,(주)삼화테크,김철우,전기전자,울산 울주군,2019-07-28
494,(주)상봉이엔씨,차동화,건설,경기 용인시,2019-10-19
495,(주)상수,안상일,기계금속,인천 남동구,2019-07-10
496,(주)상원엔지니어링,박영금,기계금속,전남 광양시,2019-07-21
497,(주)새눈,백청열,S/W,전북 완주군,2019-08-08
498,(주)새미,허권도,기계금속,경남 김해시,2019-10-26
499,(주)새한폴리머,박창신,화학,경기 평택시,2019-07-11
500,(주)샤인정보통신,정은경,건설,강원 영월군,2019-07-17
501,(주)서림글로벌,서장석,식품,전남 담양군,2019-03-09
502,(주)서림정보통신,김은주,정보통신,경북 경산시,2019-12-08
503,(주)서진안전,서진용,건설,경기 광명시,2019-02-28
504,(주)서진텍,김흥기,기계금속,인천 계양구,2019-07-04
505,(주)선에너지엘이디,이광선,기타,경남 김해시,2019-12-04
506,(주)선우,이만수,서비스,광주 서구,2019-12-20
507,(주)선우테크,송대근,기계금속,경기 부천시,2019-05-12
508,(주)선진이엔지,주재선,전기전자,충남 천안시,2019-04-11
509,(주)선진정밀,전찬면,기계금속,경기 화성시,2019-11-23
510,(주)성림M&C,김병기,정보통신,서울 구로구,2019-01-24
511,(주)성산전자통신,김승태,전기전자,경기 부천시,2019-04-10
512,(주)성심정보기술,이정배,정보통신,서울 강서구,2019-04-25
513,(주)성우엘시스,김성봉,전기전자,경기 안양시,2019-03-24
514,(주)성우테크,이남규,화학,경기 부천시,2019-03-28
515,(주)성원리사이클,장지영,환경,경북 영천시,2019-05-24
516,(주)성원산업,김영주,기계금속,경기 남양주시,2019-05-25
517,(주)성율이앤지,주수영,서비스,전남 화순군,2019-08-22
518,(주)성일씨앤비,김남일,기타,경기 남양주시,2019-12-25
519,(주)성일아크텍,유지만,기계금속,서울 성동구,2019-07-26
520,(주)성진E&I,박흥원,기계금속,경북 포항시,2019-02-11
521,(주)성호전자,정기성,전기전자,경북 구미시,2019-08-31
522,(주)세림하이텍,이준용,기타,경기 안양시,2019-06-22
523,(주)세명백트론,원상희,전기전자,경기 부천시,2019-03-28
524,(주)세민기공,오세열,건설,경기 용인시,2019-10-19
525,(주)세븐전자코리아,김규근,정보통신,인천 중구,2019-05-30
526,(주)세븐지엔씨,임영환,S/W,서울 동작구,2019-04-11
527,(주)세븐하베스트,이성진,식품,서울 동대문구,2019-12-28
528,(주)세안이엔지,전광수,기계금속,경기 시흥시,2019-03-18
529,(주)세이프텍리서치,공인영,서비스,대전 유성구,2019-03-02
530,(주)세익산업,박희철,기계금속,광주 광산구,2019-01-26
531,(주)세일정밀,김대식,기계금속,대전 대덕구,2019-08-17
532,(주)세천팜,김정호,식품,경기 수원시,2019-11-02
533,(주)세한,김철환,기타,경기 화성시,2019-08-01
534,(주)세화피앤씨,이훈구,화학,충북 진천군,2019-09-19
535,(주)셀메이트,서원준,S/W,서울 마포구,2019-12-01
536,(주)셀트라존,전상균,바이오,서울 금천구,2019-07-05
537,(주)소셜네트워크,박수왕,S/W,서울 강남구,2019-02-15
538,(주)솔루더스,고성훈,전기전자,경기 성남시,2019-02-28
539,(주)솔루션아이티,이영득,기타,경기 성남시,2019-12-25
540,(주)솔맥스,김태한,전기전자,충남 아산시,2019-06-20
541,(주)솔잎기술,배병수,화학,대전 유성구,2019-10-03
542,(주)송림,"이창준, 오정재",건설,전남 고흥군,2019-10-23
543,(주)수원금속,"홍성숙,오성웅",기계금속,경기 화성시,2019-12-25
544,(주)수원지관산업,장주현,기타,경기 화성시,2019-02-21
545,(주)스마트코리아피씨비,박승남,전기전자,경기 안산시,2019-06-28
546,(주)스몰랩,이정규,화학,대전 유성구,2019-03-27
547,(주)스카이프린팅,조형연,기타,서울 금천구,2019-01-04
548,(주)스트로마그코리아,이성구,기계금속,대전 유성구,2019-04-11
549,(주)스페이스업,하창우,건설,강원 원주시,2019-05-23
550,(주)시스다인,문성원,정보통신,서울 영등포구,2019-03-22
551,(주)시스템산업,임웅택,기계금속,인천 남동구,2019-09-28
552,(주)시스펙,엄원선,기타,서울 강남구,2019-12-26
553,(주)식스시그마디비,윤선희,S/W,대전 유성구,2019-12-08
554,(주)신계,최태원,기타,대구 달성군,2019-05-24
555,(주)신대디자인,신경숙,기계금속,전남 순천시,2019-08-23
556,(주)신도이엔브이,김민철,환경,경북 영천시,2019-05-09
557,(주)신라테크,곽윤태,기계금속,울산 울주군,2019-07-12
558,(주)신아엠엔이,김성규,기계금속,경남 창원시,2019-03-21
559,(주)신아테크,조석태,기타,부산 사하구,2019-02-04
560,(주)신안정보통신,박동일,정보통신,서울 서초구,2019-08-09
561,(주)신우폴리텍,황장선,기계금속,경기 의왕시,2019-08-31
562,(주)신창에프에이,조기준,기계금속,경북 칠곡군,2019-05-24
563,(주)신화정밀,박상덕,기계금속,경기 안산시,2019-02-28
564,(주)써머스에스티,경종수,S/W,서울 영등포구,2019-04-10
565,(주)썬에이치에스티,이진용,전기전자,울산 중구,2019-10-30
566,(주)썬텍솔루션,서경선,기계금속,경기 화성시,2019-11-10
567,(주)쏘노,윤병석,건설,서울 금천구,2019-05-29
568,(주)씨앤에스에프에이,김성수,섬유,서울 동대문구,2019-10-17
569,(주)씨앰디,안원균,기계금속,전남 보성군,2019-04-11
570,(주)씨에스리,이춘식,S/W,서울 마포구,2019-11-23
571,(주)씨엔티드림,안태우,화학,충남 천안시,2019-08-07
572,(주)씨케이컴퍼니,원용태,기계금속,서울 강남구,2019-09-04
573,(주)씨텍,손승호,기타,부산 강서구,2019-07-06
574,(주)씨투몬스터,최진성,S/W,서울 구로구,2019-08-04
575,(주)아거스,한동찬,기타,경기 성남시,2019-11-23
576,(주)아미,신지우,전기전자,충북 청주시,2019-06-07
577,(주)아빅스코리아,"신명식,이승휘",전기전자,경기 수원시,2019-04-20
578,(주)아성정보,김창범,건설,부산 강서구,2019-11-30
579,(주)아세아테크,이영진,기타,충북 제천시,2019-12-14
580,(주)아이니티,김태성,서비스,서울 구로구,2019-09-05
581,(주)아이렉스넷,엄준영,정보통신,대전 서구,2019-06-19
582,(주)아이블포토닉스,이상구,전기전자,인천 연수구,2019-05-12
583,(주)아이에스중공업,채일수,기타,경북 경산시,2019-08-08
584,(주)아이에이,김동진,전기전자,서울 송파구,2019-08-30
585,(주)아이엠티소프트,김성헌,S/W,서울 금천구,2019-11-06
586,(주)아이템,이선국,건설,인천 남동구,2019-08-21
587,(주)아이티씨,문창섭,기타,부산 강서구,2019-10-25
588,(주)아이페이지온,김영환,정보통신,서울 강남구,2019-06-30
589,(주)아이페타,임진,서비스,경기 의왕시,2019-11-30
590,(주)아쿠아글로리,김시준,기타,인천 서구,2019-07-05
591,(주)아키,남수안,기타,서울 중구,2019-01-24
592,(주)아트필,허미경,건설,경기 시흥시,2019-05-22
593,(주)아폴로테크,김종제,전기전자,서울 강남구,2019-11-15
594,(주)알루폼스코리아,박해대,기계금속,충북 음성군,2019-09-19
595,(주)알이씨,조병수,건설,경기 김포시,2019-06-22
596,(주)압타머사이언스,한동일,바이오,경북 포항시,2019-07-13
597,(주)애니우드,임철환,기타,강원 횡성군,2019-03-06
598,(주)애니파이브,김기종,S/W,서울 구로구,2019-09-12
599,(주)액트로,하동길 외 2명,전기전자,경기 용인시,2019-12-07
600,(주)얌샘,김은광,식품,서울 영등포구,2019-06-26
601,(주)양양메탈,장용준,기계금속,경기 파주시,2019-06-28
602,(주)양양테크,장용원,기계금속,경기 파주시,2019-06-23
603,(주)양지엔터프라이즈,이병동,식품,경기 김포시,2019-02-21
604,(주)언일전자,조옥남,전기전자,서울 중랑구,2019-08-16
605,(주)에너지컨설팅,이범근,서비스,인천 남동구,2019-02-22
606,(주)에듀토셀,오승연,S/W,서울 성북구,2019-10-20
607,(주)에바다수산,윤성준,식품,부산 서구,2019-12-25
608,(주)에스디에이,심상범,전기전자,경기 의왕시,2019-06-08
609,(주)에스쓰리알,서종현,환경,인천 남동구,2019-05-19
610,(주)에스씨아이,구동환,바이오,충남 홍성군,2019-02-01
611,(주)에스아이텍,이민순,건설,충남 당진시,2019-02-14
612,(주)에스에스티,김대기,전기전자,경기 이천시,2019-04-10
613,(주)에스에이티정보,오세용,S/W,서울 금천구,2019-05-23
614,(주)에스엔티,김종덕,섬유,대구 서구,2019-06-28
615,(주)에스엔파워콤,신석주,전기전자,경기 성남시,2019-08-25
616,(주)에스이에이,장경문,기타,경북 구미시,2019-03-22
617,(주)에스제이켐,배동수,기타,전북 익산시,2019-11-27
618,(주)에스제이프로텍,최창일,기계금속,대구 달서구,2019-08-15
619,(주)에스케이엠티,유명준,기계금속,부산 강서구,2019-11-09
