번호,사업자명,대표,업종,지역,유효기간 만료일
10251,주식회사동이티씨에스,이종현,기타,부산 강서구,2019-03-16
10252,주식회사디와이씨,민창훈,기계금속,경기 파주시,2019-10-17
10253,주식회사디지트론,이종국,전기전자,경기 성남시,2019-07-19
10254,주식회사디케이시,이기중,기계금속,부산 강서구,2019-07-15
10255,주식회사로벤,김준택,전기전자,경기 안성시,2019-03-22
10256,주식회사리테크,권진희,전기전자,경북 군위군,2019-03-30
10257,주식회사미림,임장욱,화학,경기 시흥시,2019-12-20
10258,주식회사미지에너텍,김범수,전기전자,대구 달서구,2019-12-21
10259,주식회사비엠씨,김봉준,바이오,경기 의왕시,2019-07-07
10260,주식회사삼광케미칼,송기성,화학,부산 사하구,2019-07-14
10261,주식회사서울에프에이,김명현,서비스,서울 영등포구,2019-09-16
10262,주식회사세안,김태한,기계금속,경기 파주시,2019-01-11
10263,주식회사세종지에스,정관호,기계금속,서울 금천구,2019-10-21
10264,주식회사스펙코어,김정수,전기전자,경기 광명시,2019-12-07
10265,주식회사시마,김지미,섬유,대구 동구,2019-11-15
10266,주식회사신명유압,채성완,기계금속,경기 시흥시,2019-08-25
10267,주식회사아셈스,장지상,화학,부산 사하구,2019-09-07
10268,주식회사아이엔티텍,정진형,전기전자,경북 구미시,2019-11-02
10269,주식회사애런,김태범,기타,경기 양주시,2019-12-29
10270,주식회사에스밸브,이장효,기계금속,경기 시흥시,2019-04-22
10271,주식회사에이스테크,유명호,전기전자,경기 화성시,2019-05-17
10272,주식회사에이텍,최동인,화학,경기 용인시,2019-10-11
10273,주식회사엔그린텍,전식중,환경,경기 군포시,2019-03-28
10274,주식회사엔티엠,유근렬,환경,경남 양산시,2019-09-09
10275,주식회사엠오에스,정진관,화학,경기 용인시,2019-10-27
10276,주식회사여미지,곽희경,섬유,서울 강남구,2019-08-12
10277,주식회사연화엠텍,김종엽,정보통신,경기 안양시,2019-02-16
10278,주식회사예스폼,이응열,서비스,서울 성동구,2019-12-18
10279,주식회사위지언,장상범,S/W,서울 금천구,2019-03-30
10280,주식회사윈탑,신정운,전기전자,충남 천안시,2019-06-27
10281,주식회사유디엠텍,왕지남,S/W,경기 수원시,2019-12-20
10282,주식회사유우일렉트로닉스,한용희,전기전자,경기 수원시,2019-12-05
10283,주식회사유익,문춘자,기계금속,경기 파주시,2019-05-25
10284,주식회사이랩코리아,게리원엠허,전기전자,대전 유성구,2019-06-15
10285,주식회사이엠이,설원실,환경,부산 강서구,2019-01-31
10286,주식회사일산금속,김광현,건설,경기 파주시,2019-04-15
10287,주식회사제이앤지,박종우,건설,전북 전주시,2019-10-06
10288,주식회사제이엔티아이엔씨,노재호,화학,경기 화성시,2019-05-23
10289,주식회사제이캐스트,어재홍,정보통신,경기 안양시,2019-02-17
10290,주식회사지티씨,이원진,건설,경남 함안군,2019-07-15
10291,주식회사천지이미징,유근종,기타,전북 전주시,2019-11-10
10292,주식회사코맥,오성훈,기타,경북 경주시,2019-03-15
10293,주식회사코하마,"장복규, 장귀국",기계금속,경기 수원시,2019-04-28
10294,주식회사큐디스,김성진,전기전자,서울 금천구,2019-04-04
10295,주식회사테스크,황정상,기타,경북 김천시,2019-12-14
10296,주식회사테프텍,전병철,화학,경기 화성시,2019-10-31
10297,주식회사티앤에프,이진영,전기전자,경기 시흥시,2019-06-02
10298,주식회사평안,오희택,섬유,대구 달서구,2019-07-10
10299,주식회사평화유통,고문중,기타,경기 고양시,2019-08-21
10300,주식회사프라텍,박종태,기타,인천 서구,2019-12-07
10301,주식회사한국시스템,유승분,전기전자,부산 해운대구,2019-01-12
10302,주식회사한진이엔씨,박미숙,전기전자,충남 당진시,2019-03-02
10303,주식회사현대피닉스,김유권,화학,경기 화성시,2019-03-22
10304,주식회사휴먼스캔,임성민,기타,경기 안산시,2019-03-03
10305,주용산업(주),이상선,기계금속,경기 화성시,2019-05-27
10306,주은유브이텍(주),이광석,기타,경기 안양시,2019-04-26
10307,중부에스켐(주),이준묵,화학,충남 아산시,2019-04-26
10308,중앙산업(주),노천식,전기전자,경기 포천시,2019-04-20
10309,지금강(주),김식,전기전자,광주 광산구,2019-06-29
10310,지에스인더스트리(주),김희덕,기타,경기 화성시,2019-09-14
10311,지엘엠(주),김석근,건설,경기 과천시,2019-07-04
10312,진명환경산업주식회사,정옥채,환경,서울 구로구,2019-03-16
10313,진흥엘앤에스(주),심일섭,건설,경기 광명시,2019-05-30
10314,창신인터내셔날(주),이채구,기계금속,울산 울주군,2019-11-11
10315,챔프다이아(주),최순주,기계금속,경기 평택시,2019-03-02
10316,천명텍스,김순동,섬유,대구 서구,2019-03-03
10317,청양조경,김선주,기타,경기 김포시,2019-02-23
10318,청해이엔브이주식회사,이병관,건설,경기 파주시,2019-09-29
10319,청호산업(유),옥순옥,건설,경남 의령군,2019-01-25
10320,카이노스메드,이기섭,바이오,경기 성남시,2019-09-02
10321,카이스전자주식회사,장성균,전기전자,경기 김포시,2019-02-04
10322,카코 뉴에너지 주식회사,김유석,전기전자,경기 성남시,2019-09-16
10323,케이비엠(주),유병일,기계금속,서울 강남구,2019-11-17
10324,케이엠기술(주),정용길,기계금속,충남 천안시,2019-12-06
10325,케이엠아이시스템(주),고경식,전기전자,경기 성남시,2019-05-17
10326,케이원에코텍주식회사,김종학,환경,서울 관악구,2019-05-25
10327,케이제이에프(주),백태식,기계금속,부산 강서구,2019-07-21
10328,케이제이테크,최정순,전기전자,대구 달서구,2019-09-14
10329,케이투웹테크(주),김태일,S/W,서울 금천구,2019-11-03
10330,코리아슬롯 주식회사,최기철,기타,경기 김포시,2019-04-08
10331,코리아휠(주),"최훈, 정문식",기타,충남 보령시,2019-07-25
10332,코맥스화학주식회사,박승봉,화학,대구 동구,2019-11-03
10333,코스모아이앤디(주),신영석,화학,세종 전의면,2019-08-09
10334,코스탈 주식회사,이재필,기타,경기 파주시,2019-06-28
10335,코힙스테크,이명배,기계금속,경북 경산시,2019-07-13
10336,콘텐츠스퀘어(주),함규식,정보통신,서울 영등포구,2019-08-21
10337,큐브엔시스(주),이봉제,서비스,서울 서초구,2019-04-26
10338,큐앤큐팜(주),정운진,화학,세종 전의면,2019-05-30
10339,크루메이트,이호철,서비스,서울특별시,2019-03-30
10340,크리스탈지노믹스,조중명,바이오,경기 성남시,2019-01-05
10341,클라임코리아(주),홍주표,기타,경기 파주시,2019-01-26
10342,태성지에스티(주),이정구,기타,충남 천안시,2019-05-02
10343,태영전열,윤태영,기계금속,경기 부천시,2019-05-18
10344,태영전자(주),김상설,전기전자,전남 장성군,2019-03-28
10345,태원목재(주),강원선,기타,인천 서구,2019-06-22
10346,태화산업,김동수,기계금속,대구 북구,2019-11-30
10347,태화스핀들,김흥섭,기계금속,경남 김해시,2019-12-23
10348,태화정밀공업(주),박태수,기계금속,경남 김해시,2019-05-25
10349,테코스주식회사,이해석,전기전자,경기 안산시,2019-10-17
10350,티엔씨파트너(주),김철두,S/W,서울 구로구,2019-11-10
10351,파워제넥스(주),고상영,기계금속,인천 남동구,2019-07-12
10352,퍼펙트부영단조,김형백,기계금속,부산 사상구,2019-02-22
10353,포스트텔링크(주),김승표,S/W,서울 강남구,2019-07-22
10354,포엔사,박지암,전기전자,경기 안양시,2019-12-08
10355,폴그린테크(주),정윤범,기타,인천 서구,2019-01-17
10356,프로몰엔지니어링(주),조태희,건설,부산 기장군,2019-05-23
10357,프로인커뮤니케이션,김현지,기타,부산 해운대구,2019-01-19
10358,플러스파운틴(주),김우진,건설,서울 서초구,2019-05-17
10359,하이멜,문정환,화학,경기 광주시,2019-04-12
10360,하이엠시,김기열,기계금속,전북 전주시,2019-11-22
10361,한국기전(주),배길성,기계금속,경기 시흥시,2019-08-31
10362,한국미래원자력(주),최봉석,기타,경기 수원시,2019-05-18
10363,한국산전주식회사,이현곤,전기전자,부산 금정구,2019-05-05
10364,한국정밀공업(주),박실재,기계금속,경남 김해시,2019-07-07
10365,한국차체(주),박해영,기계금속,전북 완주군,2019-11-07
10366,한국코러스 (주),황재간,바이오,강원 춘천시,2019-10-03
10367,한국콘크리트산업(주),송인숙,기타,경기 안양시,2019-10-21
10368,한국폼텍주식회사,김준형,기타,경기 파주시,2019-02-21
10369,한국후지기계(주),양동광,기계금속,경기 화성시,2019-01-17
10370,한보일렉트주식회사,임흥순,기계금속,경기 화성시,2019-06-10
10371,한성금속,박남권,기계금속,부산 강서구,2019-02-23
10372,한성종합공사,정종필,기타,서울 구로구,2019-08-19
10373,한솔엔지니어링(주),김명주,서비스,충남 당진시,2019-05-30
10374,한양계전(주),이태식,전기전자,경기 안양시,2019-07-19
10375,한양밸브공업(주),박창호,기계금속,부산 강서구,2019-03-08
10376,한양전기공업(주),김창규,전기전자,경기 김포시,2019-11-07
10377,한유씨스템(주),한영일,기타,경기 화성시,2019-04-15
10378,한토산업(주),이상우,기타,강원 원주시,2019-04-11
10379,해원산업 주식회사,황택기,기타,전남 영암군,2019-10-03
10380,해피상사,강영진,섬유,전북 전주시,2019-07-03
10381,현대아이티에스전자(주),"최현수,정영자",전기전자,서울 광진구,2019-06-03
10382,현대엔테크,오병래,기계금속,전남 순천시,2019-03-06
10383,현빈테크(주),최기형,기계금속,경북 칠곡군,2019-12-21
10384,현성 (주),최우영,기계금속,경북 경산시,2019-07-06
10385,협진커넥터 주식회사,박진우,전기전자,경기 안산시,2019-11-25
10386,형제정밀,최병현,기타,대구 북구,2019-08-10
10387,호산엔지니어링(주),정원규,기계금속,경기 의왕시,2019-06-28
10388,호스트센터(주),차성진,정보통신,서울 서초구,2019-03-29
10389,호평중공업(주),윤상원,기계금속,전북 김제시,2019-04-27
10390,홍도식품,오인석,식품,전남 무안군,2019-03-15
10391,홍익,권진수,기타,전북 익산시,2019-06-23
10392,화성산업사,여신동,기타,대구 서구,2019-08-10
10393,화신주방산업(주),이승구,기계금속,경기 광주시,2019-02-08
10394,화이트정보통신(주),김진유,S/W,서울 서초구,2019-08-26
10395,화인시스템(주),권학철,기타,대구 동구,2019-05-18
10396,화인정보기술(주),이상헌,정보통신,부산 연제구,2019-10-19
10397,훼이스건설(주),"조덕현,김주형",기계금속,경기 화성시,2019-12-13
10398,흥진환경(주),임홍락,건설,충북 충주시,2019-11-28
10399,ANA정공,임두식,기계금속,대구 달서구,2019-03-09
10400,CSM Implant,조성암,바이오,대구 북구,2019-07-26
10401,NAF(나프),유순보외1명,섬유,경남 창원시,2019-04-29
10402,SLC화학,조문건,화학,울산 울주군,2019-09-01
10403,(유)동일석재,강미란,건설,전북 익산시,2018-07-02
10404,(유)신안산업개발,문용희,건설,전남 신안군,2018-09-20
10405,(유)신진조선소,나동문,기타,전북 군산시,2018-08-26
10406,(유)제일물산,최번부,식품,전남 완도군,2018-12-28
10407,(유)한성산기,백대준,전기전자,전북 군산시,2018-08-26
10408,(자)금강개발,성갑상,서비스,강원 원주시,2018-02-15
10409,(주) 부일신소재,이광호,기타,경기도,2018-05-17
10410,(주) 알루이엔씨,홍성철,건설,서울 송파구,2018-03-30
10411,(주)가림환경개발,전부영,환경,서울 양천구,2018-01-20
10412,(주)강림정공,김한집,기계금속,부산 사상구,2018-03-31
10413,(주)개봉테크,양삼룡,기계금속,경기 고양시,2018-12-08
10414,(주)거룡아이티,신승철,정보통신,경기 고양시,2018-07-02
10415,(주)거성산업자재,문구의,섬유,경북 청도군,2018-11-23
10416,(주)건강을지키는사람들,이강옥,식품,전남 나주시,2019-01-12
10417,(주)건설미공,민근식,기타,대전 대덕구,2018-05-17
10418,(주)건원이에프티,이화진,건설,강원도,2018-08-30
10419,(주)경구,서삼덕,기타,경기 광주시,2018-12-27
10420,(주)경동냉열산업,여성동,기계금속,경남 김해시,2018-11-05
10421,(주)경성기공,유상호,기계금속,경기 부천시,2018-08-31
10422,(주)경성에스앤지,최웅석,기계금속,경북 경주시,2018-10-20
10423,(주)경신정밀,이연병,전기전자,경기 부천시,2018-07-15
10424,(주)경인특수금속,지형일,기계금속,인천 남동구,2018-03-25
10425,(주)경포씨엔씨,남기원,S/W,서울특별시,2018-03-18
10426,(주)고딘테크,이현재,화학,충북 음성군,2018-01-20
10427,(주)고려광학,성봉희,기타,대전 대덕구,2018-08-25
10428,(주)고려기연,이철재,화학,경기 부천시,2018-04-16
10429,(주)고성,김성수,기계금속,경남 김해시,2018-06-04
10430,(주)고원공간정보,정인준,기타,전북 전주시,2018-09-16
10431,(주)광명기업,"이기택,김일상",기타,충남 당진시,2018-11-03
10432,(주)광산,김근우,전기전자,충남 아산시,2018-08-30
10433,(주)광진기계,장경환,기계금속,전북 전주시,2018-08-31
10434,(주)국제산업기계,장세영,기계금속,서울 금천구,2018-09-09
10435,(주)국제정공,장한기,기계금속,대구 달서구,2018-05-12
10436,(주)그루젠,최홍근,서비스,서울 강남구,2018-05-18
10437,(주)그린전자,이미란,전기전자,전남 장성군,2018-09-10
10438,(주)그린피앤에스,최재학,기타,서울 성동구,2018-06-08
10439,(주)근우,김장식,섬유,대구 달서구,2018-04-02
10440,(주)금성계전,이한식,전기전자,경기 안산시,2018-02-12
10441,(주)금성정공,김진정,화학,대구 달서구,2018-11-10
10442,(주)금원하이텍,김동수,기계금속,경기 파주시,2018-06-04
10443,(주)금호,이영희,기타,울산 울주군,2018-01-07
10444,(주)길교이앤씨,김진구,기타,서울 서초구,2018-03-18
10445,(주)나노시스,남우희,전기전자,충북 청주시,2018-11-10
10446,(주)나노엔텍,박진형,바이오,서울 구로구,2018-02-23
10447,(주)나눔테크,최무진,바이오,광주 북구,2018-04-13
10448,(주)나모인터랙티브,김상배,S/W,서울 강남구,2018-05-20
10449,(주)나스텍,이성기,S/W,서울 성동구,2018-10-18
10450,(주)나인에스티,"유봉기,신준환",S/W,서울 구로구,2018-06-08
10451,(주)나호테크,이재근,화학,경북 고령군,2018-01-28
10452,(주)남강정밀,이승호,전기전자,경기 용인시,2018-07-15
10453,(주)남광포리마,류창열,기타,경북 포항시,2018-06-15
10454,(주)남보,박순한,바이오,경남 진주시,2018-02-12
10455,(주)내외정보기술,박창윤,S/W,경기 안양시,2018-08-26
10456,(주)네스트아이앤씨,조현진,전기전자,경기 성남시,2018-04-14
10457,(주)네오그라프,이현숙,S/W,서울 금천구,2018-09-06
10458,(주)네오피에스,안복희,섬유,서울 성동구,2018-09-24
10459,(주)넥솔위즈빌,이문규,서비스,서울 구로구,2018-03-09
10460,(주)넷메이커,이봉주,정보통신,경기 안양시,2018-07-07
10461,(주)녹스탑,이정록,화학,경기 안양시,2018-08-05
10462,(주)누리켐,박영진,화학,경기 의왕시,2018-05-20
10463,(주)누리텍,민경오,건설,강원 삼척시,2018-02-04
10464,(주)누리텍코리아,김시일,전기전자,경기 수원시,2018-09-13
10465,(주)님프만,서문환,섬유,경기 남양주시,2018-07-21
10466,(주)다보건축건축사사무소,김홍준,서비스,서울 강남구,2018-04-16
10467,(주)다산지앤지,유철종,S/W,서울 구로구,2018-08-27
10468,(주)다성테크,이명용,기계금속,경기 이천시,2018-12-20
10469,(주)다스코,김용휘,기계금속,경남 김해시,2018-02-12
10470,(주)다쓰테크,금만희,전기전자,충북 청원군,2018-06-24
10471,(주)닥터스텍,정용선,바이오,서울 강동구,2018-02-12
10472,(주)대광,방인식,기계금속,경기 평택시,2018-06-14
10473,(주)대성이앤비,한민수,기계금속,경기 김포시,2018-12-03
10474,(주)대성주방,박영대,기계금속,경기 시흥시,2018-07-02
10475,(주)대신종합주방기구,박찬의,기계금속,경기 안산시,2018-08-23
10476,(주)대양에스티,강정구,기계금속,경기 광주시,2018-09-13
10477,(주)대양이티에스,정병권,기타,경기 화성시,2018-09-09
10478,(주)대양캐스텍,이병구,기계금속,부산 사상구,2018-08-25
10479,(주)대영테크,박동수,기계금속,대구 달서구,2018-01-22
10480,(주)대원포티스,정필동,기타,서울 강동구,2018-07-29
10481,(주)대의,최종구,기계금속,광주 광산구,2018-08-18
10482,(주)대일씨에프티,남기영,기계금속,경기 화성시,2018-05-27
10483,(주)대지하이테크시스템,최철웅,S/W,부산 사상구,2018-02-23
10484,(주)대진에프엠씨,최동성,기계금속,인천 서구,2018-12-17
10485,(주)대한전자,이상구,전기전자,경기 안산시,2018-11-01
10486,(주)대한정공,오경상,기계금속,경북 경주시,2018-11-23
10487,(주)대한콘트롤,김용갑,기계금속,부산 강서구,2018-12-22
10488,(주)대한콜크,김영신,섬유,서울 서초구,2018-07-21
10489,(주)대한특수한지,이봉진,기타,전북 전주시,2018-09-16
10490,(주)대한홍삼진흥공사,차영인,식품,충남 금산군,2018-02-22
10491,(주)대현하이텍,이병욱,전기전자,충북 충주시,2018-06-10
10492,(주)대호가,임영서,기타,서울 중구,2018-03-19
10493,(주)대호아이앤티,김한준,전기전자,경남 창원시,2018-01-18
10494,(주)대흥가로등,한상현,전기전자,광주 남구,2018-07-12
10495,(주)대흥음향정보통신,김헌일,정보통신,대전 대덕구,2018-01-13
10496,(주)더난,김택용,전기전자,경기 성남시,2018-04-09
10497,(주)더블유에스엠티,김효선,기계금속,경기도,2018-02-11
10498,(주)더엔진,오현택,기타,서울 용산구,2018-02-17
10499,(주)덕산시스템,김진의,기계금속,대구 달서구,2018-10-13
10500,(주)덕성기업사,강덕구,기계금속,대전 대덕구,2018-02-05
10501,(주)덕신하우징,김용회,기타,충남 천안시,2018-03-18
10502,(주)덕원폴리머,장준호,화학,경북 성주군,2018-12-22
10503,(주)덕진,최재혁,기타,경북 경주시,2018-05-17
10504,(주)덕천,"정수원,정희범",기타,울산 북구,2018-11-24
10505,(주)데무,최병문,기타,서울 강남구,2018-07-08
10506,(주)데이터로드,이인환,서비스,서울 영등포구,2018-02-17
10507,(주)도명테크,손미숙,전기전자,경남 창원시,2018-01-18
10508,(주)동광기업,금동철,기계금속,경기 화성시,2018-07-07
10509,(주)동명양행,안동신,섬유,서울 중랑구,2018-10-15
10510,(주)동명테크,배국자,기타,대구 달성군,2018-05-10
10511,(주)동성금형열처리,홍성대,기계금속,경기 시흥시,2018-03-02
10512,(주)동성조선,최순덕,기타,경북 포항시,2018-06-09
10513,(주)동신폴리켐,장현봉,화학,충북 음성군,2018-01-06
10514,(주)동아테크,박봉진,기계금속,충남 천안시,2018-03-17
10515,(주)동양이지텍,윤정수,전기전자,인천 서구,2018-12-28
10516,(주)동양잉크,최대광,화학,경기 평택시,2018-12-08
10517,(주)동양테크놀로지,강신범,기계금속,인천 부평구,2018-04-23
10518,(주)동원시스템,한덕원,정보통신,대구 동구,2018-06-09
10519,(주)동원하이텍,권선용,전기전자,인천 남동구,2018-01-29
10520,(주)동일알엔씨,박도우,화학,경남 양산시,2018-05-21
10521,(주)동진,추장호,기계금속,충북 진천군,2018-04-16
10522,(주)동해엠텍,김용규,기타,인천 서구,2018-01-28
10523,(주)동해플라스틱,김말순,전기전자,전남 장성군,2018-02-18
10524,(주)동호전자,이수진,전기전자,부산 해운대구,2018-12-22
10525,(주)두두에너텍,고두석,기타,서울특별시,2018-08-30
10526,(주)두원메디텍,이경옥,기타,경기 용인시,2018-04-14
10527,(주)드림시큐리티,범진규,S/W,서울 송파구,2018-04-20
10528,(주)디.앤.엠,박기윤,서비스,대구 달서구,2018-07-16
10529,(주)디.엔.에스,이정만,기계금속,인천 강화군,2018-03-25
10530,(주)디노아이씨티,조지용,S/W,서울특별시,2018-09-30
10531,(주)디디에스엠,한민섭,화학,경기 시흥시,2018-12-07
10532,(주)디씨엠,김준곤,건설,경북 경산시,2018-11-10
10533,(주)디앤에스씨,채홍대,서비스,서울 중구,2018-05-20
10534,(주)디에스모바일,이제혁,전기전자,경기 부천시,2018-08-18
10535,(주)디에스코텍,이삼복,화학,충북 음성군,2018-06-28
10536,(주)디에스피,이삼식,기타,인천 서구,2018-02-23
10537,(주)디엠시스,김행원,정보통신,경기 부천시,2018-07-12
10538,(주)디엠유,박찬호,기타,서울 금천구,2018-12-07
10539,(주)디엠피테크,정무길,기계금속,서울 영등포구,2018-06-07
10540,(주)디오티스,박경철,전기전자,서울 강남구,2018-04-26
10541,"(주)디와이테크(DY TECH CO.,Ltd)","권복자,김혜윤",기계금속,충남 서산시,2018-02-24
10542,(주)디와이티,김영건,전기전자,서울 구로구,2018-04-15
10543,(주)디지카이트,김현욱,S/W,서울 금천구,2018-09-02
10544,(주)디지털포캐스트,김형진,서비스,서울 성동구,2018-08-06
10545,(주)디포인덕션,허진숙,전기전자,경기 하남시,2018-07-07
10546,(주)디핀다트코리아,이종성,식품,서울 서초구,2018-11-19
10547,(주)딘텍스코리아,이철호,섬유,대구 달서구,2018-04-23
10548,(주)라닉스,최승욱,전기전자,서울특별시,2018-10-20
10549,(주)라톤테크,최대량,S/W,서울 금천구,2018-03-09
10550,(주)라티스글로벌커뮤니케이션스,윤강원,S/W,서울 송파구,2018-04-16
10551,(주)레이테크코리아,임태수,기타,서울 중구,2018-06-18
10552,(주)로드코리아,정철기,서비스,경기 용인시,2018-08-31
10553,(주)로멕스테크놀로지,김선근,기계금속,서울 강서구,2018-10-12
10554,(주)루먼텍,박춘대,정보통신,서울 금천구,2018-08-16
10555,(주)리노,"정준환, 류명희",기타,경남 창녕군,2018-09-03
10556,(주)리눅스데이타시스템,정정모,S/W,서울 강남구,2018-10-18
10557,(주)리빙케어,권택율,전기전자,대구 달서구,2018-04-13
10558,(주)리얼타임웨이브,하경탁,전기전자,경기 성남시,2018-12-16
10559,(주)리큅,하외구,전기전자,경기 화성시,2018-06-23
10560,(주)링크프라이스,박진영,서비스,서울 강남구,2018-08-12
10561,(주)마린바이오프로세스,이배진,바이오,부산 기장군,2018-07-30
10562,(주)마린테크,변병운,기타,경기 안산시,2018-07-12
10563,(주)마이크로모스,문희석,S/W,서울 서초구,2018-04-08
10564,(주)마이크로텍,김대섭,전기전자,경북 칠곡군,2018-02-04
10565,(주)마크프로,차상진,서비스,서울 영등포구,2018-03-09
10566,(주)마티아솔루션,배갑철,S/W,서울 영등포구,2018-05-25
10567,(주)매직픽스,임송희,기타,경기도,2018-06-09
10568,(주)맥스텍,양명헌,전기전자,충남 천안시,2018-04-21
10569,(주)메디웨이코리아,도국배,바이오,대구 북구,2018-04-19
10570,(주)메인텍,전동재,기계금속,경북 구미시,2018-09-10
10571,(주)메크로시스템엔지니어링,문형일,전기전자,전남 광양시,2018-08-25
10572,(주)메트리젠,송용섭,서비스,경기 성남시,2018-01-12
10573,(주)명성,정보영,기타,경남 김해시,2018-04-09
10574,(주)명성냉열산업,명세통,기타,경기 양주시,2018-06-18
10575,(주)모노시스,박석준,S/W,서울 광진구,2018-12-30
10576,(주)모든엘리베이터,김호일,기계금속,경남 거창군,2018-10-05
10577,(주)무림에스앤티,이상정,서비스,서울 송파구,2018-04-20
10578,(주)무한기술,윤종천,기계금속,대구 달서구,2018-10-26
10579,(주)미가온푸드,전환우,식품,충남 서산시,2018-03-04
10580,(주)미건도어,송희범,기계금속,경기 시흥시,2018-08-23
10581,(주)미디어빌리지테크,조용준,S/W,서울 금천구,2018-02-05
10582,(주)미래기계,김학관,기계금속,인천 남구,2018-03-04
10583,(주)미래브이씨,김연민,기계금속,전북 김제시,2018-08-26
10584,(주)미래정보산업,문오영,전기전자,경기 시흥시,2018-12-08
10585,(주)미래컴,김재준,기타,경기 화성시,2018-02-25
10586,(주)미젤로,서민진,화학,경기 안산시,2018-01-18
10587,(주)민진,기근서,화학,경기 화성시,2018-07-12
10588,(주)밀로텍,최충식,정보통신,서울 성동구,2018-02-17
10589,(주)바이오앤텍,권태균,화학,경기 성남시,2018-08-31
10590,(주)바이오제닉스,손태훈,화학,대전 유성구,2018-08-18
10591,(주)바이오포커스,서정구,바이오,경기 의왕시,2018-04-01
10592,(주)반도케미칼,윤경,전기전자,경남 함안군,2018-06-22
10593,(주)백광아이에스티,최태호,기계금속,전북 김제시,2018-06-03
10594,(주)백산하이텍,임채석,기계금속,경남 양산시,2018-01-28
10595,(주)범양산업,이영임,섬유,부산 금정구,2018-07-14
10596,(주)베베쿡,한윤재,식품,강원 춘천시,2018-07-02
10597,(주)베스트룸,이광석,화학,강원 강릉시,2018-07-16
10598,(주)보부하이테크,왕동민,전기전자,경기 광주시,2018-04-19
10599,(주)보원,마광식,기계금속,전남 영암군,2018-08-24
10600,(주)보임,이정태,기타,경기 파주시,2018-07-21
10601,(주)봄내,이정숙,식품,강원 화천군,2018-04-13
10602,(주)부력에너지,이석구,전기전자,경북 경산시,2018-02-04
10603,(주)부성핫슈,전동열,전기전자,경기 남양주시,2018-12-22
10604,(주)부원비엠에스,정세현,기타,서울 강남구,2018-05-14
10605,(주)부전,박범순,기타,경기 수원시,2018-04-30
10606,(주)부천,이시원,섬유,인천 남동구,2018-09-16
10607,(주)브레인트로피아,이형근,바이오,경기 안양시,2018-01-06
10608,(주)브이엘티,박용한,전기전자,서울 구로구,2018-03-15
10609,(주)블루픽셀,황재석,전기전자,경기 성남시,2018-05-27
10610,(주)비앤씨컴퍼니,허찬,기타,경기 파주시,2018-11-08
10611,(주)비에스지,홍종윤,섬유,대구 북구,2018-03-09
10612,(주)비엔에프코퍼레이션,하재준,S/W,인천 서구,2018-10-08
10613,(주)비엔티,김계영,S/W,경기 안양시,2018-03-24
10614,(주)비엠,박병욱,기계금속,경북 영천시,2018-06-18
10615,(주)비엠씨,홍성철,기계금속,경기 성남시,2018-02-12
10616,(주)비오시스템즈,김성원,S/W,서울 금천구,2018-11-23
10617,(주)비전바이오켐,조철희,바이오,경기 성남시,2018-04-06
10618,(주)비즈에스피,신철식,S/W,서울 서초구,2018-02-19
10619,(주)비즈엠알오,김기남,기타,서울 강남구,2018-04-22
10620,(주)비즈티노,서영보,S/W,서울 강남구,2018-11-22
10621,(주)비케이에스엔피,고정민,S/W,서울 영등포구,2018-12-28
10622,(주)비티엑스,배종갑,기계금속,경남 창원시,2018-10-15
10623,(주)비피케이,윤성덕,기계금속,인천 부평구,2018-02-19
10624,(주)빅앤빅,이재열외1,섬유,경기 파주시,2018-08-31
10625,(주)빅하우스,박우금,기계금속,광주광역시,2018-07-15
10626,(주)사라다,지승태,정보통신,부산 해운대구,2018-11-10
10627,(주)사이버텔브릿지,남백산,정보통신,서울 구로구,2018-05-18
10628,(주)삼리,변성준,기타,경기 김포시,2018-10-25
10629,(주)삼보테크,민병주,기계금속,대전 동구,2018-02-17
10630,(주)삼성건업,권영화,건설,대구 동구,2018-07-16
10631,(주)삼성휴톤,김범정,화학,경기 김포시,2018-09-29
10632,(주)삼아씨에프,김경환,식품,충북 음성군,2018-04-20
10633,(주)삼원화,이정우,기계금속,경남 김해시,2018-05-28
10634,(주)삼은,황학연,기타,서울 광진구,2018-06-08
10635,(주)삼인실업,유인철,기타,울산 울주군,2018-12-23
10636,(주)삼정특수금속,손인호,기계금속,경남 김해시,2018-02-15
10637,(주)삼주에스엠씨,한규택,화학,서울 마포구,2018-04-28
10638,(주)삼진푸드,신용운,식품,충북 진천군,2018-11-23
10639,(주)삼현케미칼,김미숙,기타,경기 광주시,2018-03-11
10640,(주)삼화미터텍,이태근,기계금속,경기 군포시,2018-12-03
10641,(주)삼화켐텍,김광일,화학,대구 달성군,2018-10-26
10642,(주)삼화피엠아이,박재훈,기계금속,경남 김해시,2018-06-18
10643,(주)상지정밀,제한규,기타,경기 화성시,2018-11-16
10644,(주)새한나노텍,안국진,기계금속,경남 함안군,2018-11-19
10645,(주)새한화장품,채성준,화학,인천 남동구,2018-11-09
10646,(주)샘초롱농업회사법인,차훈일,식품,경북 칠곡군,2018-11-10
10647,(주)서강정밀,배복이,기계금속,경북 칠곡군,2018-01-19
10648,(주)서광기전,김광일,전기전자,경기 남양주시,2018-02-26
10649,(주)서동,김동만,건설,세종 금남면,2018-12-01
10650,(주)서림산기제1공장,"이종철,박재범",기계금속,경남 창원시,2018-03-19
